term,coef,std_err,z,p_value,ci_low,ci_high,IRR,IRR_ci_low,IRR_ci_high
Intercept,-0.4420918275091245,,,,,,0.6426906160673598,,
AI_c,-0.1813199155899448,,,,,,0.8341684525117427,,
rating_c,0.043065088762742766,,,,,,1.0440058456879626,,
AI_c:rating_c,-0.023801340872684568,,,,,,0.976479677091073,,
log_length_c,0.7897000826896137,,,,,,2.20273568861434,,
AI_c:log_length_c,-0.22800556852204784,,,,,,0.7961198266123033,,
